abandoned,បោះបង់ចោល
planner,កម្មវិធីធ្វើគម្រោង
planners,អ្នករៀបចំផែនការ
planning,ការធ្វើផែនការ
plans,ផែនការ
plant,រុក្ខជាតិ
plants,រុក្ខជាតិ
plasma,ប្លាស្មា
plastic,ប្លាស្ទិក
plastics,ប្លាស្ទិក
plate,ចាន
plates,ចាន
platform,វេទិកា
platforms,វេទិកា
platinum,ប្លាទីន
play,លេង
playback,ចាក់សារថ្មី
played,លេង
player,អ្នកលេង
players,អ្នកលេង
playing,លេង
playlist,បញ្ជីចាក់
plays,លេង
playstation,ស្ថានីយលេង
plaza,ផ្លាហ្សា
pleasant,រីករាយ
please,សូម
pleased,រីករាយ
pleasure,ភាពរីករាយ
pledge,សន្យា
plenty,ច្រើន
plot,គ្រោង
plots,គ្រោងបន្ទាត់
plug,ដោត
plugin,កម្មវិធីជំនួយ
plugins,កម្មវិធីជំនួយ
plumbing,ការបង្ហូរទឹក
plus,បូក
pm,ល្ងាច
pmid,ល្ងាច
pocket,ហោប៉ៅ
pockets,ហោប៉ៅ
pod,កម្មវិធីរុករកPod
podcast,ផតខាស
podcasts,ផតខាស់
poem,កំណាព្យ
poems,កំណាព្យ
poet,កំណាព្យ
poetry,កំណាព្យ
point,ចំណុច
pointed,ចង្អុល
pointer,ទ្រនិច
pointing,ចង្អុល
points,ចំណុច
poison,ថ្នាំពុល
pokemon,ហ្គេមភូកាម៉ុង
poker,បៀ
poland,ប៉ូឡូញ
polar,ប៉ូល
pole,បង្គោល
police,ប៉ូលីស
policies,គោលការណ៍
policy,គោលការណ៍
polish,ប៉ូឡូញ
polished,បានប៉ូលា
political,នយោបាយ
politicians,អ្នកនយោបាយ
politics,នយោបាយ
poll,ការស្ទង់មតិ
polls,ការស្ទង់មតិ
pollution,ការបំពុល
polo,ប៉ូលូ
poly,ពហុ
polyester,ផូលីអេស្ទ័រ
polymer,ប៉ូលីម៉ែរ
polyphonic,ប៉ូលីហ្វូនិក
pond,ស្រះ
pool,អាង
pools,អាងហែលទឹក
poor,ក្រីក្រ
pop,ប៉ុប
pope,សម្តេចប៉ាប
popular,ពេញនិយម
popularity,ប្រជាប្រិយភាព
population,ចំនួនប្រជាជន
populations,ចំនួនប្រជាជន
por,ពោធិ៍សែនជ័យ
porcelain,ប៉សឺឡែន
pork,សាច់ជ្រូក
porsche,រថយន្តPorsche
port,ច្រក
portable,ចល័ត
portal,វិបផតថល
porter,ច្រកទ្វារ
portfolio,ផលប័ត្រ
portion,ផ្នែក
portions,ផ្នែក
portland,ផតលែន
portrait,បញ្ឈរ
portraits,រូបថត
ports,ច្រក
portugal,ព័រទុយហ្គាល់
portuguese,ព័រទុយហ្គាល់
posing,ការដាក់
position,ទីតាំង
positioning,ឋានៈ
positions,មុខតំណែង
positive,វិជ្ជមាន
possess,មាន
possession,កម្មសិទ្ធិ
possibilities,លទ្ធភាព
possibility,លទ្ធភាព
possible,អាច
possibly,ប្រហែលជា
post,បង្ហោះ
postage,ប្រៃសណីយ៍
postal,ប្រៃសណីយ៍
postcard,ប័ណ្ណប្រៃសណីយ៍
postcards,ប័ណ្ណប្រៃសណីយ៍
posted,បានបង្ហោះ
poster,ផ្ទាំងរូបភាព
posters,ផ្ទាំងរូបភាព
posting,ប្រកាស
postings,ប្រកាស
postposted,ប្រកាស
posts,ប្រកាស
pot,ផើង
potato,ដំឡូង
potatoes,ដំឡូង
potential,សក្តានុពល
potentially,មានសក្តានុពល
potter,ជាងស្មូន
pottery,គ្រឿងស្មូន
poultry,បសុបក្សី
pound,ផោន
pounds,ផោន
pour,ចាក់
poverty,ភាពក្រីក្រ
powder,ម្សៅ
power,អំណាច
powered,បំពាក់
powerful,ខ្លាំង
powerpoint,ចំណុចប្រទាក់ថាមពល
powers,អំណាច
powerseller,អ្នកលក់ថាមពល
practical,ជាក់ស្តែង
practice,ការអនុវត្ត
practices,ការអនុវត្ត
practitioner,អ្នកអនុវត្ត
practitioners,អ្នកអនុវត្តអាជីព
prague,ប្រាហ្គ
prairie,វាលស្មៅ
praise,សរសើរ
pray,អធិស្ឋាន
prayer,ការអធិស្ឋាន
prayers,ការអធិស្ឋាន
pre,មុន
preceding,មុន
precious,មានតម្លៃ
precipitation,ទឹកភ្លៀង
precise,ច្បាស់លាស់
precisely,ពិតណាស់
precision,ភាពជាក់លាក់
predict,ព្យាករណ៍
predicted,បានទស្សន៍ទាយ
prediction,ការព្យាករណ៍
predictions,ការព្យាករណ៍
prefer,ចូលចិត្ត
preference,ចំណូលចិត្ត
preferences,ចំណូលចិត្ត
preferred,ពេញចិត្ត
prefers,ចូលចិត្ត
prefix,បុព្វបទ
pregnancy,មានផ្ទៃពោះ
pregnant,មានផ្ទៃពោះ
preliminary,បឋម
premier,នាយករដ្ឋមន្ត្រី
premiere,ការចាក់បញ្ចាំងលើកដំបូង
premises,ទីបរិវេណ
premium,បុព្វលាភ
prepaid,បង់ប្រាក់ជាមុន
preparation,ការរៀបចំ
prepare,រៀបចំ
prepared,រៀបចំ
preparing,កំពុងរៀបចំ
prerequisite,តម្រូវការជាមុន
prescribed,កំណត់
prescription,វេជ្ជបញ្ជា
presence,វត្តមាន
present,បច្ចុប្បន្ន
presentation,បទបង្ហាញ
presentations,បទបង្ហាញ
presented,បានបង្ហាញ
presenting,បទបង្ហាញ
presently,បច្ចុប្បន្នកាល
presents,អំណោយ
preservation,ការរក្សា
preserve,រក្សា
president,ប្រធាន
presidential,ប្រធានាធិបតី
press,សារព័ត៌មាន
pressed,បានចុច
pressing,កំពុងសង្កត់
pressure,សម្ពាធ
pretty,ស្អាត
prev,មុន
prevent,រារាំង
preventing,បង្ការ
prevention,ការបង្ការ
preview,ការមើលជាមុន
previews,មើលជាមុន
previous,មុន
previously,ពីមុន
price,តម្លៃ
priced,តម្លៃ
prices,តម្លៃ
pricing,តម្លៃ
pride,មោទនភាព
priest,សង្ឃ
primarily,ជាចម្បង
primary,បឋម
prime,បឋម
prince,ព្រះអង្គម្ចាស់
princess,ព្រះនាង
princeton,ទីក្រុងព្រីនស្តុន
principal,នាយកសាលា
principle,គោលការណ៍
principles,គោលការណ៍
print,បោះពុម្ព
printable,អាចបោះពុម្ពបាន
printed,បោះពុម្ព
printer,ម៉ាស៊ីនបោះពុម្ព
printers,ម៉ាស៊ីនបោះពុម្ព
printing,ការបោះពុម្ព
prints,បោះពុម្ព
prior,មុន
priorities,អាទិភាព
priority,អាទិភាព
prison,គុក
prisoner,អ្នកទោស
privacy,ភាពឯកជន
private,ឯកជន
privilege,សិទ្ធិពិសេស
prize,រង្វាន់
prizes,រង្វាន់
probability,ប្រូបាប៊ីលីតេ
probably,ប្រហែល
probe,ការស៊ើបអង្កេត
problem,បញ្ហា
problems,បញ្ហា
proc,ប្រតិចារិក
procedure,នីតិវិធី
procedures,នីតិវិធី
proceed,បន្ត
proceeding,កំពុងដំណើរការ
proceedings,ដំណើរការ
proceeds,នៅបន្ត
process,ដំណើរការ
processed,ដំណើរការ
processes,ដំណើរការ
processing,ដំណើរការ
processor,ខួរក្បាល
processors,ប្រព័ន្ធដំណើរការ
procurement,លទ្ធកម្ម
produce,ផលិត
produced,ផលិត
producer,អ្នកផលិត
producers,អ្នកផលិត
produces,ផលិត
producing,ផលិត
product,ផលិតផល
production,ផលិតកម្ម
productions,ផលិតកម្ម
productive,មានផលិតភាព
productivity,ផលិតភាព
products,ផលិតផល
profession,វិជ្ជាជីវៈ
professional,វិជ្ជាជីវៈ
professionals,អ្នកជំនាញ
professor,សាស្រ្តាចារ្យ
profile,ប្រវត្តិរូប
profiles,ប្រវត្តិរូប
profit,ប្រាក់ចំណេញ
profits,ប្រាក់ចំណេញ
program,កម្មវិធី
programme,កម្មវិធី
programmer,អ្នកសរសេរកម្មវិធី
programmers,អ្នកសរសេរកម្មវិធី
programmes,កម្មវិធី
programming,ការសរសេរកម្មវិធី
programs,កម្មវិធី
progress,វឌ្ឍនភាព
progressive,រីកចម្រើន
prohibited,ហាមឃាត់
project,គម្រោង
projected,បានព្យាករណ៍
projection,ការតភ្ជាប់
projector,ម៉ាស៊ីនបញ្ចាំងស្លាយ
projectors,ម៉ាស៊ីនបញ្ចាំងស្លាយ
projects,គម្រោង
prominent,លេចធ្លោ
promise,សន្យា
promised,សន្យា
promises,ការសន្យា
promising,សន្យា
promo,ប្រូម៉ូសិន
promote,ផ្សព្វផ្សាយ
promoted,ផ្សព្វផ្សាយ
promotes,ផ្សព្វផ្សាយ
promoting,ការផ្សព្វផ្សាយ
promotion,ការផ្សព្វផ្សាយ
promotional,ការផ្សព្វផ្សាយ
promotions,ការផ្សព្វផ្សាយ
prompt,ជូនដំណឹង
promptly,ក្នុងពេលវេលាដែល
proof,ភស្តុតាង
propecia,ការប្រញាប់ប្រញាល់
proper,ត្រឹមត្រូវ
properly,ត្រឹមត្រូវ
properties,ទ្រព្យសម្បត្តិ
property,ទ្រព្យសម្បត្តិ
prophet,ព្យាការី
proportion,សមាមាត្រ
proposal,សំណើ
proposals,សំណើ
propose,ស្នើ
proposed,បានស្នើឡើង
proposition,សំណើរសុំ
proprietary,កម្មសិទ្ធិ
pros,គុណសម្បត្តិ
prospect,ទស្សនវិស័យ
prospective,ដែលត្រូវបានតែងតាំង
prospects,ការរំពឹងទុក
prostate,ក្រពេញប្រូស្តាត
prostores,ស្រីពេស្យា
protect,ការពារ
protected,ការពារ
protecting,ការការពារ
protection,ការការពារ
protective,របាំងការពារ
protein,ប្រូតេអ៊ីន
proteins,ប្រូតេអ៊ីន
protest,ការតវ៉ា
protocol,ពិធីការ
protocols,ពិធីការ
prototype,គំរូដើម
proud,មោទនភាព
proudly,មានមោទនភាព
prove,បញ្ជាក់
proved,បានបញ្ជាក់
proven,បញ្ជាក់
provide,ផ្តល់
provided,បានផ្តល់
providence,ការផ្តល់ជូន
provider,អ្នកផ្តល់សេវា
providers,អ្នកផ្តល់សេវា
provides,ផ្តល់
providing,ការផ្តល់
province,ខេត្ត
provinces,ខេត្ត
provincial,ខេត្ត
provision,ការផ្តល់
provisions,បទប្បញ្ញត្តិ
proxy,ប្រូកស៊ី
psychiatry,ចិត្តសាស្ត្រ
psychological,ចិត្តសាស្ត្រ
psychology,ចិត្តវិទ្យា
pts,ពិន្ទុ
public,សាធារណៈ
publication,ការបោះពុម្ពផ្សាយ
publications,ការបោះពុម្ពផ្សាយ
publicity,ការផ្សព្វផ្សាយ
publicly,សាធារណៈ
